gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,flag_internet_no_tech_support,flag_fiber_high_charges,flag_short_tenure_monthly,expected_tenure,CLV,CLV_quartile,Churn
1,0,1,1,60,1,0,0,2,2,2,0,0,0,2,0,0,60.5,3694.45,2,5,1.0177548209366392,1,0,0,24,1452.0,Premium,0
1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,4065.0,2,5,1.037664807464039,1,0,0,12,1000.1999999999999,High,1
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.55,8312.4,2,9,0.9991345737775854,0,1,0,24,2773.2,Premium,0
1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,2231.05,1,5,0.9979647521918052,1,1,0,12,1117.8000000000002,High,1
1,0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,0,70.45,70.45,0,6,1.0,0,0,1,12,845.4000000000001,Medium,0
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1115.2,1,4,1.0140025459174395,1,0,0,12,1015.1999999999999,High,1
1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,79.15,79.15,0,4,1.0,1,0,1,12,949.8000000000001,Medium,1
0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,810.2,1,4,1.0137637637637638,0,0,0,12,599.4000000000001,Medium,1
0,1,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,83.8,163.7,0,4,0.9767303102625298,1,0,1,12,1005.5999999999999,High,0
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,0,2,0.9563435495367071,1,0,1,12,841.8000000000001,Medium,1
1,1,1,0,68,0,1,0,2,2,2,0,0,0,2,1,2,41.95,2965.75,2,4,1.039665568253523,1,0,0,24,1006.8000000000001,High,0
0,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.8,1911.5,2,2,1.089546283629731,0,0,0,24,619.2,Medium,0
0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,81.25,580.1,3,7,1.019956043956044,0,0,1,12,975.0,High,0
0,0,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.05,741.5,2,1,0.9732248326552041,0,0,0,24,481.20000000000005,Low,0
1,0,0,0,53,1,0,1,0,2,0,2,0,0,0,1,3,80.6,4348.1,2,4,1.0178613230956508,0,0,0,12,967.1999999999999,High,0
1,1,0,0,45,1,2,1,0,0,0,0,2,2,0,1,0,93.9,4200.25,2,5,0.9940243758135132,1,1,0,12,1126.8000000000002,High,0
1,0,0,0,18,1,0,0,0,0,2,2,0,0,0,0,1,55.2,1058.1,1,4,1.0649154589371979,0,0,0,12,662.4000000000001,Medium,0
1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3,1,7,0.9817226739584082,1,1,0,12,1282.8000000000002,High,1
0,1,0,0,5,1,0,0,2,2,0,2,0,0,0,0,1,59.9,287.85,0,5,0.96110183639399,0,0,1,12,718.8,Medium,0
0,0,1,1,59,1,2,2,1,1,1,1,1,1,2,0,3,25.45,1534.05,2,2,1.0216443008890812,0,0,0,24,610.8,Medium,0
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,5253.95,2,6,1.0071984510390306,1,1,0,24,2235.6000000000004,Premium,0
1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4744.35,2,6,0.9983901515151516,1,1,0,24,2376.0,Premium,0
1,0,0,0,45,1,2,1,0,0,2,2,2,2,0,1,0,103.65,4747.85,2,7,1.017923567561773,0,1,0,12,1243.8000000000002,High,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,19.9,33.7,0,1,0.8467336683417087,0,0,1,12,238.79999999999998,Low,0
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,70.7,140.7,0,2,0.9950495049504949,1,0,1,12,848.4000000000001,Medium,1
0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,58.2,1045.25,1,4,0.9452432627961657,1,0,0,24,1396.8000000000002,High,0
0,0,1,0,72,1,0,0,2,2,2,2,2,2,2,0,3,85.1,6155.4,2,8,1.004602428515472,0,0,0,24,2042.3999999999999,Premium,0
1,0,0,0,52,1,2,1,0,2,2,0,2,2,0,1,2,103.05,5364.8,2,7,1.0011570186242678,1,1,0,12,1236.6,High,0
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,775.3,3,3,0.9372582205029012,1,0,1,12,902.4000000000001,Medium,0
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,1,0,19.6,1387.45,2,1,0.9970178212129922,0,0,0,24,470.40000000000003,Low,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,25.15,0,1,1.0,1,0,1,12,301.79999999999995,Low,1
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.85,52.0,0,1,1.309823677581864,0,0,1,12,238.20000000000002,Low,0
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,2,109.95,7634.25,2,8,1.006287442908832,0,1,0,24,2638.8,Premium,0
0,0,1,1,16,1,0,1,0,2,2,0,2,0,0,1,1,89.45,1430.25,1,5,0.9993362213527109,1,0,0,12,1073.4,High,1
1,0,1,0,7,0,1,0,2,2,0,0,0,0,0,0,3,34.2,256.6,3,3,1.071846282372598,1,0,1,12,410.40000000000003,Low,0
0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.55,1203.95,2,2,1.02168194161575,0,0,0,24,589.2,Medium,0
1,1,1,0,24,0,1,0,0,0,2,2,0,0,0,0,3,34.25,828.2,1,3,1.0075425790754258,0,0,0,12,411.0,Low,0
1,0,0,0,66,1,2,1,2,2,2,2,2,2,1,1,0,114.3,7383.7,2,9,0.9787772740528645,0,1,0,24,2743.2,Premium,0
0,0,1,0,60,0,1,0,2,2,2,0,0,2,1,0,2,50.05,2911.5,2,5,0.9695304695304695,1,0,0,24,1201.1999999999998,High,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.3,44.4,0,1,1.1502590673575128,0,0,1,12,231.60000000000002,Low,0
1,0,1,1,34,1,0,2,1,1,1,1,1,1,1,0,1,19.6,678.8,2,1,1.0186074429771907,0,0,0,24,470.40000000000003,Low,0
0,0,1,0,12,0,1,0,0,0,2,0,2,2,0,1,0,49.85,617.15,3,4,1.0316783684386492,1,0,1,12,598.2,Medium,0
1,0,1,0,17,1,0,1,0,0,2,0,2,2,1,1,0,96.65,1588.25,1,5,0.966647393566842,1,1,0,24,2319.6000000000004,Premium,0
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.0,860.85,2,1,0.9782386363636364,0,0,0,24,480.0,Low,0
1,0,1,1,40,1,0,1,0,0,2,0,2,0,1,1,2,85.05,3355.65,2,4,0.9863756613756614,1,0,0,24,2041.1999999999998,Premium,0
0,0,1,1,10,1,2,0,2,2,0,0,2,0,1,0,2,70.3,676.15,3,6,0.9618065433854908,1,0,0,24,1687.1999999999998,Premium,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,3,20.3,275.4,1,1,1.0435771125426296,0,0,0,12,243.60000000000002,Low,0
1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,2,49.4,184.4,0,3,0.9331983805668017,1,0,1,12,592.8,Medium,1
1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,3,53.45,1461.45,2,4,1.0126805945327928,0,0,0,12,641.4000000000001,Medium,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.65,71.65,0,2,1.0,1,0,1,12,859.8000000000001,Medium,1
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,3,19.85,810.45,2,1,0.9958223259814463,0,0,0,24,476.40000000000003,Low,0
1,0,0,0,25,1,0,0,2,2,0,2,2,2,0,1,3,79.0,1902.0,2,7,0.9630379746835444,0,0,0,12,948.0,Medium,0
1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,4652.4,2,9,1.0024563671622495,0,0,0,24,2142.0,Premium,0
1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5,6991.9,2,8,1.0228805500694902,1,1,0,24,2604.0,Premium,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,63.75,0,1,1.070528967254408,0,0,1,12,238.20000000000002,Low,1
1,0,1,1,19,1,0,1,0,2,0,2,2,2,1,0,0,100.0,1888.65,1,6,0.9940263157894738,0,1,0,24,2400.0,Premium,1
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1718.35,2,2,0.9981412099561442,0,0,0,24,598.8,Medium,0
1,0,0,0,14,1,2,0,0,2,0,0,0,0,0,1,1,55.5,767.55,1,4,0.9878378378378377,1,0,0,12,666.0,Medium,0
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,0,2,1.0,1,0,1,12,845.4000000000001,Medium,1
0,1,1,0,40,0,1,0,0,2,0,0,2,0,0,1,2,39.3,1637.4,2,3,1.0416030534351146,1,0,0,12,471.59999999999997,Low,1
1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2997.45,2,4,1.0110295977738426,1,0,0,12,603.0,Medium,0
0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,0,3,25.6,485.9,1,2,0.9989720394736841,0,0,0,24,614.4000000000001,Medium,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.55,45.55,0,2,1.0,1,0,1,12,546.5999999999999,Low,0
1,0,1,0,1,0,1,0,0,0,2,0,2,2,0,1,2,50.35,50.35,0,4,1.0,1,0,1,12,604.2,Medium,1
1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,5728.55,2,7,0.9846930005500552,0,0,0,24,1939.1999999999998,Premium,0
1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,181.5,0,4,1.0595446584938704,1,0,1,12,1027.8000000000002,High,1
0,0,0,0,52,0,1,0,2,2,0,2,0,0,2,0,3,39.1,1982.1,2,4,0.9748672044068463,0,0,0,24,938.4000000000001,Medium,0
1,0,0,0,25,1,2,1,0,0,0,0,2,2,0,1,0,94.7,2362.1,2,5,0.9977191129883843,1,1,0,12,1136.4,High,1
1,0,0,1,66,1,0,0,0,2,2,2,2,2,2,1,1,79.5,5196.1,2,7,0.9902992186011055,0,0,0,24,1908.0,Premium,0
1,1,0,0,6,1,0,1,0,0,0,0,2,0,0,1,2,79.7,497.6,0,3,1.0405687996654118,1,0,1,12,956.4000000000001,Medium,0
1,1,1,0,70,1,2,1,0,2,2,0,2,2,0,1,2,102.95,7101.5,2,7,0.985429820301117,1,1,0,12,1235.4,High,1
0,0,0,0,38,1,2,1,0,0,2,2,2,2,0,1,2,103.65,3988.5,2,7,1.012643765709498,0,1,0,12,1243.8000000000002,High,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,20.95,109.5,0,1,0.8711217183770884,0,0,1,12,251.39999999999998,Low,0
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,416.45,1,1,1.041125,0,0,0,24,480.0,Low,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.8,70.8,0,2,1.0,1,0,1,12,849.5999999999999,Medium,1
1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,1,3,19.15,638.0,2,1,0.9518836255128683,0,0,0,24,459.59999999999997,Low,0
1,0,0,0,47,1,0,0,2,2,2,2,2,2,1,1,0,86.95,4138.9,2,8,1.0127855333830886,0,0,0,24,2086.8,Premium,0
0,0,0,0,69,1,2,0,2,2,0,2,0,0,2,1,3,66.9,4577.9,2,6,0.9917246160178504,0,0,0,24,1605.6000000000001,Premium,0
0,0,0,1,40,1,0,0,2,0,0,2,2,0,0,1,1,64.1,2460.35,2,5,0.9595748829953198,0,0,0,12,769.1999999999999,Medium,0
1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95,587.45,1,3,0.9046739046739047,1,0,0,12,599.4000000000001,Medium,0
0,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,78.95,1101.85,1,4,0.9968786754727222,1,0,0,12,947.4000000000001,Medium,1
1,1,1,0,21,1,0,1,0,0,0,0,0,0,0,1,2,69.1,1474.75,1,2,1.0162979808421198,1,0,0,12,829.1999999999999,Medium,1
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.2,1787.35,2,2,0.9850914902998237,0,0,0,24,604.8,Medium,0
1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,3,69.95,143.9,0,2,1.028591851322373,1,0,1,12,839.4000000000001,Medium,0
0,0,0,0,54,1,0,2,1,1,1,1,1,1,2,1,3,20.5,1035.7,2,1,0.9355916892502258,0,0,0,24,492.0,Low,0
0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,75.7,554.05,3,7,1.04557463672391,0,0,1,12,908.4000000000001,Medium,0
1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,19.85,1267.05,2,1,0.9820189885681069,0,0,0,24,476.40000000000003,Low,0
1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,280.35,0,2,0.9983974358974359,1,0,1,12,842.4000000000001,Medium,0
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.25,144.55,0,3,0.9006230529595016,1,0,1,12,963.0,Medium,1
1,1,1,0,44,1,2,1,0,0,2,0,2,0,0,1,2,89.2,4040.2,2,5,1.0294027721157766,1,0,0,12,1070.4,High,0
0,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,2,109.3,7337.55,2,8,1.0328031529312407,0,1,0,24,2623.2,Premium,0
1,0,0,0,8,1,2,1,0,2,2,0,2,0,0,1,2,94.0,773.65,3,6,1.0287898936170212,1,1,1,12,1128.0,High,1
0,1,1,0,48,1,2,1,2,2,2,2,2,2,0,0,2,117.45,5438.9,2,9,0.9647545054633176,0,1,0,12,1409.4,High,1
0,0,1,0,43,1,2,1,0,2,0,0,0,0,0,0,2,80.45,3398.9,2,4,0.982525618974663,1,0,0,12,965.4000000000001,High,0
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25,0,3,1.0,1,0,1,12,963.0,Medium,1
0,0,0,0,62,0,1,0,0,2,2,0,0,2,2,1,1,43.6,2748.7,2,4,1.0168319029298607,1,0,0,24,1046.4,High,0
1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,338.9,0,4,0.9892002335084645,1,0,1,12,1027.8000000000002,High,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.35,70.35,0,2,1.0,1,0,1,12,844.1999999999999,Medium,0
0,1,1,0,57,1,2,1,0,2,2,0,0,2,0,0,1,94.0,5438.95,2,6,1.0151082493467711,1,1,0,12,1128.0,High,0
1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,1072.6,2,3,1.0389383959705538,0,0,0,24,854.4000000000001,Medium,0
0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2,2,5,0.9837164460865965,0,1,0,24,2242.8,Premium,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.15,123.8,0,2,0.8823948681397006,1,0,1,12,841.8000000000001,Medium,0
1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,232.5,0,3,1.0529891304347827,1,0,1,12,883.1999999999999,Medium,0
0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,80.7,5676.0,2,4,0.990627781559244,1,0,0,24,1936.8000000000002,Premium,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.65,67.55,0,1,0.8594147582697201,0,0,1,12,235.79999999999998,Low,0
1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,3,20.25,158.35,3,1,0.9774691358024691,0,0,1,12,243.0,Low,0
1,0,1,0,63,1,0,1,2,2,2,2,2,2,2,1,1,110.1,6705.7,2,8,0.966754609806381,0,1,0,24,2642.3999999999996,Premium,0
1,0,0,0,70,0,1,0,0,0,0,2,0,2,2,1,3,40.05,2799.75,2,3,0.9986623863028358,0,0,0,24,961.1999999999999,Medium,0
1,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,74.4,1712.9,1,6,0.959285394265233,0,0,0,24,1785.6000000000001,Premium,0
1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,2,74.95,151.75,0,3,1.0123415610406938,1,0,1,12,899.4000000000001,Medium,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,0,1,1.0,0,0,1,12,235.20000000000002,Low,1
0,1,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.55,187.45,0,4,1.0955581531268264,1,0,1,12,1026.6,High,1
1,0,0,0,57,1,2,1,0,0,0,2,2,0,2,1,1,90.45,5229.8,2,5,1.0143822796349635,0,1,0,24,2170.8,Premium,0
0,0,1,1,49,1,2,0,0,2,0,2,2,2,2,0,0,79.3,3902.45,2,7,1.0043106776127853,0,0,0,24,1903.1999999999998,Premium,0
1,0,0,0,48,1,0,2,1,1,1,1,1,1,2,0,1,20.15,982.95,2,1,1.0162841191066998,0,0,0,24,483.59999999999997,Low,0
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,1,19.05,990.45,2,1,0.9809835091368295,0,0,0,24,457.20000000000005,Low,0
0,0,1,1,62,1,0,1,0,2,2,0,2,2,0,1,2,100.15,6283.3,2,6,1.011917607459778,1,1,0,12,1201.8000000000002,High,1
0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.05,1423.65,2,1,0.9861803823773898,0,0,0,24,481.20000000000005,Low,0
0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,3941.7,2,5,1.003935052531041,0,0,0,12,1047.0,High,1
1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,5356.45,2,8,0.9876553453553122,0,0,0,24,1886.3999999999999,Premium,1
1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,5632.55,2,8,1.0168526140958984,0,0,0,24,2077.2,Premium,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.25,210.3,0,3,0.9441077441077441,1,0,1,12,891.0,Medium,1
1,0,1,1,54,1,2,0,0,0,2,0,0,2,2,0,1,63.35,3409.1,2,5,0.9965506153351457,1,0,0,24,1520.4,Premium,0
1,0,1,1,16,1,2,1,0,0,2,0,2,0,0,1,0,90.8,1442.2,1,5,0.9927037444933922,1,1,0,12,1089.6,High,0
1,0,0,1,27,1,2,1,0,0,0,2,0,0,0,1,2,79.5,2180.55,2,4,1.015863032844165,0,0,0,12,954.0,Medium,1
1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,1,3,19.5,239.75,1,1,0.8196581196581196,0,0,0,24,468.0,Low,0
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,197.7,0,5,1.0312989045383412,1,1,1,12,1150.1999999999998,High,1
1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,20.5,255.5,3,1,1.0386178861788617,0,0,1,12,246.0,Low,0
1,0,0,0,23,1,0,2,1,1,1,1,1,1,1,0,3,20.45,481.1,1,1,1.0228553205060062,0,0,0,24,490.79999999999995,Low,0
0,0,0,0,20,1,2,1,2,0,0,0,2,0,0,1,0,89.1,1879.25,1,5,1.0545735129068463,1,0,0,12,1069.1999999999998,High,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,44.55,220.75,0,2,1.2387766554433222,1,0,1,12,534.5999999999999,Low,0
1,0,1,1,34,1,0,2,1,1,1,1,1,1,0,0,3,20.8,635.9,2,1,0.8991798642533936,0,0,0,12,249.60000000000002,Low,0
0,0,0,0,48,1,0,0,2,2,0,0,0,0,2,0,1,55.5,2627.35,2,4,0.9862424924924924,1,0,0,24,1332.0,High,0
0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0,3656.25,2,5,1.014497780244173,1,0,0,24,1272.0,High,0
0,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.05,96.8,3,1,0.6897043106519416,0,0,0,24,481.20000000000005,Low,0
1,0,0,1,64,1,0,1,0,2,0,2,2,2,0,1,1,99.15,6171.2,2,6,0.9725163893091275,0,1,0,12,1189.8000000000002,High,0
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6,0,4,1.0780141843971633,1,0,1,12,1071.6,High,1
1,0,0,0,57,0,1,0,0,2,0,0,2,0,0,1,2,39.3,2111.45,2,3,0.9425695281460649,1,0,0,12,471.59999999999997,Low,1
0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,31.2,926.2,2,2,1.0236516357206014,0,0,0,12,374.4,Low,0
0,0,0,0,23,1,0,0,0,0,2,0,0,0,0,0,1,49.7,1081.25,1,3,0.9458927477910943,1,0,0,12,596.4000000000001,Medium,0
0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.45,150.75,3,1,1.053091163115613,0,0,1,12,245.39999999999998,Low,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,0,1,1.0,0,0,1,12,246.0,Low,1
0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,46.0,181.6,0,2,0.9869565217391304,1,0,1,12,552.0,Low,1
0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,454.05,1,1,1.0833929849677881,0,0,0,12,228.60000000000002,Low,0
1,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,0,59.8,3457.45,2,5,1.0324444577161969,1,0,0,24,1435.1999999999998,High,0
0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,1,24.9,505.95,1,1,1.0159638554216868,1,0,0,12,298.79999999999995,Low,0
0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1862.9,1,5,0.9851140900557892,1,1,0,12,1080.6,High,0
1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65,2,8,0.9877657750342935,0,1,0,24,2592.0,Premium,0
1,0,1,0,70,1,2,0,2,0,0,2,2,2,2,1,1,76.95,5289.8,2,7,0.9820477118722734,0,0,0,24,1846.8000000000002,Premium,0
1,0,0,1,6,1,0,1,0,0,2,0,2,2,0,0,3,94.5,575.45,0,5,1.0149029982363316,1,1,1,12,1134.0,High,1
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,2,1,0.9666559407931783,0,0,0,24,481.20000000000005,Low,0
0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,2,5,0.9946588953760158,1,1,0,24,2276.3999999999996,Premium,1
1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55,824.75,3,3,1.005731357844034,1,0,1,12,894.5999999999999,Medium,1
1,0,0,0,30,1,2,1,2,0,0,0,2,2,0,1,0,100.4,2936.25,2,6,0.9748505976095617,1,1,0,12,1204.8000000000002,High,0
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1415.85,2,1,1.012261385572317,0,0,0,24,472.79999999999995,Low,0
0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,2,3,1.0312427342478494,1,0,0,12,897.5999999999999,Medium,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.85,19.85,0,1,1.0,0,0,0,24,476.40000000000003,Low,0
1,0,0,1,31,1,2,0,0,2,0,2,2,2,1,1,3,79.45,2587.7,2,7,1.0506506425221784,0,0,0,24,1906.8000000000002,Premium,1
0,0,1,1,56,1,2,0,2,0,2,0,0,2,1,1,0,68.75,3808.0,2,6,0.9890909090909091,1,0,0,24,1650.0,Premium,0
1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,189.45,3,1,0.9665816326530612,0,0,0,24,470.40000000000003,Low,0
1,0,0,0,72,1,2,1,0,2,2,0,2,2,1,1,2,104.95,7544.3,2,7,0.9983987083796516,1,1,0,24,2518.8,Premium,0
0,0,0,0,9,0,1,0,0,2,0,0,0,2,0,0,2,40.75,359.4,3,3,0.979959100204499,1,0,1,12,489.0,Low,0
0,1,1,0,39,1,2,1,0,0,0,2,2,2,0,1,2,101.25,3949.15,2,6,1.0001012978790758,0,1,0,12,1215.0,High,0
1,0,1,1,54,0,1,0,0,0,2,2,0,2,2,0,1,46.0,2424.05,2,4,0.9758655394524961,0,0,0,24,1104.0,High,0
1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,741.4,3,6,0.833220948527759,0,0,1,12,889.8000000000001,Medium,0
0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,1,0,30.85,394.1,1,2,0.982670489963845,1,0,0,12,370.20000000000005,Low,0
0,0,0,0,20,1,0,1,2,0,2,0,2,0,0,1,0,89.4,1871.15,1,5,1.0465044742729308,1,0,0,12,1072.8000000000002,High,0
1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3985.35,2,5,0.9943612071008869,1,0,0,24,1354.8000000000002,High,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.9,44.9,0,2,1.0,1,0,1,12,538.8,Low,0
0,1,1,0,12,1,2,1,0,2,2,0,2,0,0,1,2,98.1,1060.2,3,6,0.9006116207951073,1,1,1,12,1177.1999999999998,High,1
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,3,20.7,1482.3,2,1,0.9945652173913044,0,0,0,24,496.79999999999995,Low,0
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.2,146.05,0,3,0.9105361596009975,1,0,1,12,962.4000000000001,Medium,1
0,0,0,0,46,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15,2,4,0.984020639174433,0,0,0,24,1304.4,High,1
1,0,0,0,17,1,2,1,2,2,2,2,2,0,0,1,0,106.65,1672.1,1,8,0.9222580734122058,0,1,0,12,1279.8000000000002,High,0
1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,4913.3,2,6,0.9850635550743815,1,1,0,12,1173.6,High,1
1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,95.75,6511.25,2,6,0.9855450864646006,1,1,0,24,2298.0,Premium,0
1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65,2,1,0.9707912457912458,0,0,0,24,475.20000000000005,Low,0
0,0,0,0,30,1,0,1,0,0,0,2,2,2,1,1,0,94.4,2638.1,2,5,0.9315324858757061,0,1,0,24,2265.6000000000004,Premium,0
1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,1,108.4,7767.25,2,8,0.9951888581385814,1,1,0,24,2601.6000000000004,Premium,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,45.15,438.4,3,2,1.2137320044296789,1,0,1,12,541.8,Low,1
0,1,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,82.0,1127.2,1,4,1.0574108818011259,1,0,0,12,984.0,High,1
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,6792.45,2,7,1.0130802789067452,1,1,0,24,2475.6000000000004,Premium,0
1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1107.2,2,1,1.0139194139194139,0,0,0,24,504.0,Low,0
